Index,X,Y,Z,E
986,9195,8471,80,5480
987,9080,8356,80,5485
988,8966,8241,80,5489
989,9097,8328,80,5492
990,9212,8442,80,5496
991,9326,8557,80,5500
992,9292,8477,80,5503
993,9177,8363,80,5507
994,9062,8248,80,5512
995,9180,8321,80,5515
996,9295,8435,80,5519
997,9410,8550,80,5523
998,9389,8484,80,5526
999,9274,8369,80,5530
1000,9160,8254,80,5534
1001,9265,8315,80,5537
1002,9380,8429,80,5541
1003,9494,8544,80,5545
1004,9486,8490,80,5548
1005,9371,8376,80,5552
1006,9256,8261,80,5556
1007,9348,8308,80,5560
1008,9463,8422,80,5564
1009,9578,8537,80,5568
1010,9583,8497,80,5571
1011,9468,8382,80,5575
1012,9354,8267,80,5579
1013,9433,8302,80,5582
1014,9548,8416,80,5587
1015,9662,8531,80,5591
1016,9680,8503,80,5594
1017,9565,8389,80,5598
1018,9450,8274,80,5602
1019,9516,8295,80,5605
1020,9631,8409,80,5609
1021,9746,8524,80,5614
1022,9777,8510,80,5617
1023,9662,8395,80,5621
1024,9548,8280,80,5625
1025,9601,8289,80,5628
1026,9716,8403,80,5632
1027,9830,8518,80,5636
1028,9874,8516,80,5640
1029,9759,8401,80,5643
1030,9644,8287,80,5647
1031,9684,8282,80,5651
1032,9799,8397,80,5655
1033,9914,8511,80,5659
1034,9971,8523,80,5662
1035,9856,8408,80,5666
1036,9742,8293,80,5670
1037,9769,8276,80,5673
1038,9884,8391,80,5677
1039,9998,8505,80,5681
1040,10068,8529,80,5684
1041,9953,8414,80,5688
1042,9838,8300,80,5693
1043,9852,8269,80,5696
1044,9967,8383,80,5700
1045,10082,8498,80,5704
1046,10166,8535,80,5707
1047,10051,8420,80,5711
1048,9936,8306,80,5716
1049,9936,8263,80,5719
1050,10051,8378,80,5723
1051,10166,8492,80,5727
1052,10262,8542,80,5730
1053,10148,8427,80,5734
1054,10033,8313,80,5738
1055,10020,8256,80,5742
1056,10135,8371,80,5746
1057,10250,8485,80,5749
1058,10359,8549,80,5752
1059,10244,8434,80,5757
1060,10130,8319,80,5761
1061,10104,8250,80,5764
1062,10219,8365,80,5768
1063,10334,8479,80,5772
1064,10456,8555,80,5775
1065,10342,8440,80,5780
1066,10227,8326,80,5784
1067,10188,8243,80,5787
1068,10303,8357,80,5791
1069,10418,8472,80,5795
1070,10551,8559,80,5798
1071,10439,8447,80,5802
1072,10324,8333,80,5807
